cp_id,case_id,person_id,role,narrative
CP-0589,CASE-1104,PERSON-0804,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Kolkata under IPC 467/468/471.
CP-0590,CASE-0092,PERSON-0322,ACCUSED,Subject of enquiry in Armed Robbery Incident at Varanasi under IPC 392/397.
CP-0591,CASE-0037,PERSON-0448,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-0592,CASE-0129,PERSON-0516,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-0593,CASE-0950,PERSON-0967,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Howrah under IT Act 66D / IPC 420.
CP-0594,CASE-1172,PERSON-0267,ACCUSED,Subject of enquiry in Armed Robbery Incident at Pune under IPC 392/397.
CP-0595,CASE-1211,PERSON-0259,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Kolkata under IT Act 66D / IPC 420.
CP-0596,CASE-0543,PERSON-0338,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Ahmedabad under IPC 420/406.
CP-0597,CASE-0080,PERSON-0867,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Nagpur under IPC 420/406.
CP-0598,CASE-1187,PERSON-0291,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-0599,CASE-0544,PERSON-0035,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Ahmedabad under IT Act 66D / IPC 420.
CP-0600,CASE-0470,PERSON-0072,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-0601,CASE-0921,PERSON-0275,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Varanasi under IPC 420/406.
CP-0602,CASE-0005,PERSON-0471,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-0603,CASE-0156,PERSON-0852,ACCUSED,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-0604,CASE-1097,PERSON-0864,WITNESS,Subject of enquiry in Threat and Extortion Racket in Howrah under IPC 384/386.
CP-0605,CASE-0854,PERSON-0047,WITNESS,Subject of enquiry in Armed Robbery Incident at Lucknow under IPC 392/397.
CP-0606,CASE-0628,PERSON-0818,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Siliguri under IPC 363/364A.
CP-0607,CASE-0105,PERSON-0539,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Lucknow under IPC 506.
CP-0608,CASE-0438,PERSON-0577,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-0609,CASE-1132,PERSON-0325,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Nagpur under IPC 506.
CP-0610,CASE-0481,PERSON-0978,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Lucknow under IPC 379.
CP-0611,CASE-1149,PERSON-0774,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-0612,CASE-0363,PERSON-0589,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Siliguri under IPC 323/325.
CP-0613,CASE-0411,PERSON-0045,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-0614,CASE-0880,PERSON-0112,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-0615,CASE-0503,PERSON-1000,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-0616,CASE-0043,PERSON-0132,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0617,CASE-0529,PERSON-0204,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Chennai under IPC 363/364A.
CP-0618,CASE-0599,PERSON-0718,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Surat under IPC 457/380.
CP-0619,CASE-0852,PERSON-0196,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-0620,CASE-0418,PERSON-0777,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Siliguri under IPC 363/364A.
CP-0621,CASE-0741,PERSON-0130,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-0622,CASE-0634,PERSON-0586,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Chennai under IPC 392/397.
CP-0623,CASE-1124,PERSON-0685,SUSPECT,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-0624,CASE-0157,PERSON-0190,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-0625,CASE-0007,PERSON-0276,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Mumbai under IPC 420/406.
CP-0626,CASE-0554,PERSON-0214,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-0627,CASE-0925,PERSON-0376,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-0628,CASE-1025,PERSON-0815,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Pune under IPC 467/468/471.
CP-0629,CASE-0953,PERSON-0554,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Surat under IPC 384/386.
CP-0630,CASE-0986,PERSON-0715,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Durg under IPC 457/380.
CP-0631,CASE-0570,PERSON-0835,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Nagpur under IT Act 66D / IPC 420.
CP-0632,CASE-0730,PERSON-0838,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Mumbai under IT Act 66D / IPC 420.
CP-0633,CASE-0724,PERSON-0211,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-0634,CASE-0388,PERSON-0589,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Raipur under IPC 302/120B.
CP-0635,CASE-0038,PERSON-0963,WITNESS,Subject of enquiry in Armed Robbery Incident at Ahmedabad under IPC 392/397.
CP-0636,CASE-0177,PERSON-0095,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Varanasi under IPC 302/120B.
CP-0637,CASE-0299,PERSON-0381,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Bilaspur under IPC 392/397.
CP-0638,CASE-1070,PERSON-0865,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Ahmedabad under IPC 363/364A.
CP-0639,CASE-1096,PERSON-0229,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Siliguri under IPC 457/380.
CP-0640,CASE-0720,PERSON-0061,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Varanasi under IPC 384/386.
CP-0641,CASE-0798,PERSON-0842,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Pune under IPC 506.
CP-0642,CASE-0213,PERSON-0857,WITNESS,Subject of enquiry in Armed Robbery Incident at Mumbai under IPC 392/397.
CP-0643,CASE-0825,PERSON-0248,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-0644,CASE-0390,PERSON-0666,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-0645,CASE-0991,PERSON-0823,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Nagpur under IPC 467/468/471.
CP-0646,CASE-0138,PERSON-0793,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-0647,CASE-1013,PERSON-0601,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Chennai under IPC 379.
CP-0648,CASE-0794,PERSON-0360,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-0649,CASE-0756,PERSON-0234,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-0650,CASE-0075,PERSON-0494,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Siliguri under IPC 392/397.
CP-0651,CASE-0008,PERSON-0615,ACCUSED,Subject of enquiry in Armed Robbery Incident at Durg under IPC 392/397.
CP-0652,CASE-0036,PERSON-0711,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Siliguri under IPC 420/406.
CP-0653,CASE-0694,PERSON-0456,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Nagpur under IT Act 66D / IPC 420.
CP-0654,CASE-0016,PERSON-0353,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Durg under IPC 420/406.
CP-0655,CASE-0175,PERSON-0168,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-0656,CASE-1218,PERSON-0564,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Siliguri under IPC 457/380.
CP-0657,CASE-0239,PERSON-0638,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-0658,CASE-0970,PERSON-0537,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Nagpur under IPC 467/468/471.
CP-0659,CASE-1130,PERSON-0774,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Siliguri under IPC 420/406.
CP-0660,CASE-0246,PERSON-0670,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Surat under IPC 363/364A.
CP-0661,CASE-0650,PERSON-0282,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Bilaspur under IPC 420/406.
CP-0662,CASE-1100,PERSON-0872,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Mumbai under IPC 420/406.
CP-0663,CASE-0601,PERSON-0070,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-0664,CASE-0113,PERSON-0992,ACCUSED,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-0665,CASE-0281,PERSON-0743,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-0666,CASE-0778,PERSON-0187,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Surat under IPC 302/120B.
CP-0667,CASE-0697,PERSON-0901,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Bilaspur under IPC 467/468/471.
CP-0668,CASE-0153,PERSON-0574,ACCUSED,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-0669,CASE-0154,PERSON-0541,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Chennai under IPC 467/468/471.
CP-0670,CASE-0615,PERSON-0447,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-0671,CASE-0054,PERSON-0322,ACCUSED,Subject of enquiry in Armed Robbery Incident at Mumbai under IPC 392/397.
CP-0672,CASE-0379,PERSON-0759,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-0673,CASE-0282,PERSON-0984,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Bilaspur under IPC 467/468/471.
CP-0674,CASE-1235,PERSON-0644,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Durg under IPC 302/120B.
CP-0675,CASE-0743,PERSON-0147,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-0676,CASE-0542,PERSON-0817,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-0677,CASE-0652,PERSON-0940,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Nagpur under IPC 302/120B.
CP-0678,CASE-0375,PERSON-0621,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-0679,CASE-1193,PERSON-0850,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Ahmedabad under IPC 467/468/471.
CP-0680,CASE-0475,PERSON-0081,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-0681,CASE-0638,PERSON-0892,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Bilaspur under IPC 323/325.
CP-0682,CASE-1109,PERSON-0965,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Mumbai under IPC 379.
CP-0683,CASE-1125,PERSON-0988,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-0684,CASE-1119,PERSON-0335,WITNESS,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-0685,CASE-0610,PERSON-0133,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-0686,CASE-0084,PERSON-0350,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Mumbai under IT Act 66D / IPC 420.
CP-0687,CASE-0191,PERSON-0704,ACCUSED,Subject of enquiry in Physical Assault and Grievous Hurt Case at Varanasi under IPC 323/325.
CP-0688,CASE-0552,PERSON-0789,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-0689,CASE-0281,PERSON-0101,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-0690,CASE-1205,PERSON-0035,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-0691,CASE-0977,PERSON-0074,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-0692,CASE-0740,PERSON-0446,WITNESS,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-0693,CASE-0219,PERSON-0301,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-0694,CASE-1211,PERSON-0993,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Kolkata under IT Act 66D / IPC 420.
CP-0695,CASE-0508,PERSON-0114,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Siliguri under IPC 384/386.
CP-0696,CASE-0345,PERSON-0220,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Lucknow under IT Act 66D / IPC 420.
CP-0697,CASE-1166,PERSON-0748,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Bilaspur under IPC 384/386.
CP-0698,CASE-0035,PERSON-0512,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-0699,CASE-0260,PERSON-0204,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Pune under IPC 302/120B.
CP-0700,CASE-1044,PERSON-0275,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Bilaspur under IT Act 66D / IPC 420.
CP-0701,CASE-0011,PERSON-0728,WITNESS,Subject of enquiry in Threat and Extortion Racket in Surat under IPC 384/386.
CP-0702,CASE-0560,PERSON-0621,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0703,CASE-0385,PERSON-0535,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Nagpur under IT Act 66D / IPC 420.
CP-0704,CASE-0488,PERSON-0091,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Pune under IPC 467/468/471.
CP-0705,CASE-0433,PERSON-0658,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Lucknow under IPC 323/325.
CP-0706,CASE-0796,PERSON-0228,WITNESS,Subject of enquiry in Threat and Extortion Racket in Siliguri under IPC 384/386.
CP-0707,CASE-0600,PERSON-0383,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-0708,CASE-0829,PERSON-0635,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Ahmedabad under IPC 302/120B.
CP-0709,CASE-1185,PERSON-0325,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-0710,CASE-0511,PERSON-0662,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Lucknow under IPC 379.
CP-0711,CASE-0861,PERSON-0292,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-0712,CASE-1240,PERSON-0540,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0713,CASE-0235,PERSON-0446,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Durg under IT Act 66D / IPC 420.
CP-0714,CASE-0392,PERSON-0795,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Ahmedabad under IPC 457/380.
CP-0715,CASE-0263,PERSON-0621,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-0716,CASE-1189,PERSON-0153,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Bilaspur under IT Act 66D / IPC 420.
CP-0717,CASE-0510,PERSON-0166,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0718,CASE-0083,PERSON-0267,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Varanasi under IPC 379.
CP-0719,CASE-0096,PERSON-0779,SUSPECT,Subject of enquiry in Armed Robbery Incident at Surat under IPC 392/397.
CP-0720,CASE-0809,PERSON-0167,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Durg under IPC 420/406.
CP-0721,CASE-0567,PERSON-0146,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-0722,CASE-0006,PERSON-0698,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-0723,CASE-0227,PERSON-0880,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Pune under IPC 392/397.
CP-0724,CASE-0029,PERSON-0454,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Bilaspur under IPC 506.
CP-0725,CASE-0700,PERSON-0242,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-0726,CASE-0296,PERSON-0181,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Siliguri under IPC 467/468/471.
CP-0727,CASE-0253,PERSON-0920,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Durg under IPC 379.
CP-0728,CASE-0666,PERSON-0451,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-0729,CASE-1063,PERSON-0727,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-0730,CASE-0909,PERSON-0710,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Nagpur under IPC 384/386.
CP-0731,CASE-0299,PERSON-0242,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Bilaspur under IPC 392/397.
CP-0732,CASE-0724,PERSON-0223,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-0733,CASE-0498,PERSON-0532,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-0734,CASE-0561,PERSON-0478,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Mumbai under IPC 363/364A.
CP-0735,CASE-0517,PERSON-0034,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0736,CASE-0950,PERSON-0193,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Howrah under IT Act 66D / IPC 420.
CP-0737,CASE-0123,PERSON-0797,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Kolkata under IPC 379.
CP-0738,CASE-1074,PERSON-0327,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-0739,CASE-0847,PERSON-0144,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Varanasi under IPC 420/406.
CP-0740,CASE-0289,PERSON-0321,ACCUSED,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
