case_id,fir_number,offence_category,title,legal_section,year,location,district,police_station,status
CASE-0884,FIR-2024-0884,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2024,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0885,FIR-2022-0885,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2022,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-0886,FIR-2023-0886,Extortion,Threat and Extortion Racket in Raipur,IPC 384/386,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0887,FIR-2024-0887,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2024,Kolkata,Kolkata,Park Street,OPEN
CASE-0888,FIR-2024-0888,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0889,FIR-2024-0889,Forgery,Forged Documentation and Property Fraud in Pune,IPC 467/468/471,2024,Pune,Pune,Shivajinagar,OPEN
CASE-0890,FIR-2023-0890,Forgery,Forged Documentation and Property Fraud in Lucknow,IPC 467/468/471,2023,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0891,FIR-2023-0891,Criminal Intimidation,Intimidation and Witness Tampering at Bilaspur,IPC 506,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0892,FIR-2022-0892,Murder,Targeted Homicide Investigation in Siliguri,IPC 302/120B,2022,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0893,FIR-2022-0893,Forgery,Forged Documentation and Property Fraud in Mumbai,IPC 467/468/471,2022,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0894,FIR-2021-0894,Assault,Physical Assault and Grievous Hurt Case at Varanasi,IPC 323/325,2021,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0895,FIR-2021-0895,Assault,Physical Assault and Grievous Hurt Case at Nagpur,IPC 323/325,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0896,FIR-2022-0896,Theft,Serial Asset and Vehicle Theft in Durg,IPC 379,2022,Durg,Durg,Durg Sadar,OPEN
CASE-0897,FIR-2023-0897,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0898,FIR-2021-0898,Forgery,Forged Documentation and Property Fraud in Nagpur,IPC 467/468/471,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0899,FIR-2024-0899,Burglary,Nocturnal Commercial Burglary in Howrah,IPC 457/380,2024,Howrah,Howrah,Howrah Town,OPEN
CASE-0900,FIR-2021-0900,Forgery,Forged Documentation and Property Fraud in Delhi,IPC 467/468/471,2021,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0901,FIR-2022-0901,Robbery,Armed Robbery Incident at Bilaspur,IPC 392/397,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0902,FIR-2021-0902,Murder,Targeted Homicide Investigation in Howrah,IPC 302/120B,2021,Howrah,Howrah,Howrah Town,CLOSED
CASE-0903,FIR-2021-0903,Assault,Physical Assault and Grievous Hurt Case at Lucknow,IPC 323/325,2021,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0904,FIR-2024-0904,Forgery,Forged Documentation and Property Fraud in Howrah,IPC 467/468/471,2024,Howrah,Howrah,Howrah Town,CLOSED
CASE-0905,FIR-2024-0905,Theft,Serial Asset and Vehicle Theft in Pune,IPC 379,2024,Pune,Pune,Shivajinagar,OPEN
CASE-0906,FIR-2023-0906,Extortion,Threat and Extortion Racket in Surat,IPC 384/386,2023,Surat,Surat,Varachha,OPEN
CASE-0907,FIR-2024-0907,Assault,Physical Assault and Grievous Hurt Case at Howrah,IPC 323/325,2024,Howrah,Howrah,Howrah Town,OPEN
CASE-0908,FIR-2024-0908,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2024,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0909,FIR-2023-0909,Extortion,Threat and Extortion Racket in Nagpur,IPC 384/386,2023,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-0910,FIR-2023-0910,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0911,FIR-2024-0911,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0912,FIR-2021-0912,Fraud,Commercial Fraud and Embezzlement Syndicate at Pune,IPC 420/406,2021,Pune,Pune,Shivajinagar,OPEN
CASE-0913,FIR-2021-0913,Forgery,Forged Documentation and Property Fraud in Raipur,IPC 467/468/471,2021,Raipur,Raipur,Civil Lines,OPEN
CASE-0914,FIR-2024-0914,Cybercrime,Digital Identity Theft and Financial Scam at Siliguri,IT Act 66D / IPC 420,2024,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0915,FIR-2022-0915,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2022,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0916,FIR-2023-0916,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0917,FIR-2022-0917,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2022,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0918,FIR-2022-0918,Assault,Physical Assault and Grievous Hurt Case at Siliguri,IPC 323/325,2022,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0919,FIR-2021-0919,Extortion,Threat and Extortion Racket in Raipur,IPC 384/386,2021,Raipur,Raipur,Civil Lines,OPEN
CASE-0920,FIR-2023-0920,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2023,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0921,FIR-2023-0921,Fraud,Commercial Fraud and Embezzlement Syndicate at Varanasi,IPC 420/406,2023,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0922,FIR-2021-0922,Kidnapping,Kidnapping and Extortion Case at Pune,IPC 363/364A,2021,Pune,Pune,Shivajinagar,CLOSED
CASE-0923,FIR-2024-0923,Kidnapping,Kidnapping and Extortion Case at Siliguri,IPC 363/364A,2024,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0924,FIR-2022-0924,Robbery,Armed Robbery Incident at Varanasi,IPC 392/397,2022,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0925,FIR-2022-0925,Kidnapping,Kidnapping and Extortion Case at Nagpur,IPC 363/364A,2022,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0926,FIR-2024-0926,Extortion,Threat and Extortion Racket in Howrah,IPC 384/386,2024,Howrah,Howrah,Howrah Town,OPEN
CASE-0927,FIR-2024-0927,Robbery,Armed Robbery Incident at Chennai,IPC 392/397,2024,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0928,FIR-2023-0928,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2023,Kolkata,Kolkata,Park Street,OPEN
CASE-0929,FIR-2023-0929,Fraud,Commercial Fraud and Embezzlement Syndicate at Siliguri,IPC 420/406,2023,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0930,FIR-2021-0930,Theft,Serial Asset and Vehicle Theft in Varanasi,IPC 379,2021,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0931,FIR-2022-0931,Murder,Targeted Homicide Investigation in Bilaspur,IPC 302/120B,2022,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0932,FIR-2022-0932,Cybercrime,Digital Identity Theft and Financial Scam at Siliguri,IT Act 66D / IPC 420,2022,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0933,FIR-2023-0933,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2023,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0934,FIR-2022-0934,Extortion,Threat and Extortion Racket in Durg,IPC 384/386,2022,Durg,Durg,Durg Sadar,OPEN
CASE-0935,FIR-2023-0935,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2023,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0936,FIR-2023-0936,Burglary,Nocturnal Commercial Burglary in Lucknow,IPC 457/380,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0937,FIR-2024-0937,Cybercrime,Digital Identity Theft and Financial Scam at Pune,IT Act 66D / IPC 420,2024,Pune,Pune,Shivajinagar,OPEN
CASE-0938,FIR-2021-0938,Cybercrime,Digital Identity Theft and Financial Scam at Lucknow,IT Act 66D / IPC 420,2021,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0939,FIR-2022-0939,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2022,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-0940,FIR-2021-0940,Kidnapping,Kidnapping and Extortion Case at Siliguri,IPC 363/364A,2021,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0941,FIR-2024-0941,Forgery,Forged Documentation and Property Fraud in Raipur,IPC 467/468/471,2024,Raipur,Raipur,Civil Lines,OPEN
CASE-0942,FIR-2024-0942,Murder,Targeted Homicide Investigation in Ahmedabad,IPC 302/120B,2024,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-0943,FIR-2024-0943,Forgery,Forged Documentation and Property Fraud in Lucknow,IPC 467/468/471,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0944,FIR-2023-0944,Forgery,Forged Documentation and Property Fraud in Delhi,IPC 467/468/471,2023,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0945,FIR-2023-0945,Extortion,Threat and Extortion Racket in Mumbai,IPC 384/386,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0946,FIR-2023-0946,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2023,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0947,FIR-2024-0947,Burglary,Nocturnal Commercial Burglary in Chennai,IPC 457/380,2024,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0948,FIR-2023-0948,Criminal Intimidation,Intimidation and Witness Tampering at Pune,IPC 506,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0949,FIR-2021-0949,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2021,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0950,FIR-2022-0950,Cybercrime,Digital Identity Theft and Financial Scam at Howrah,IT Act 66D / IPC 420,2022,Howrah,Howrah,Howrah Town,CLOSED
CASE-0951,FIR-2023-0951,Extortion,Threat and Extortion Racket in Howrah,IPC 384/386,2023,Howrah,Howrah,Howrah Town,OPEN
CASE-0952,FIR-2024-0952,Theft,Serial Asset and Vehicle Theft in Mumbai,IPC 379,2024,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0953,FIR-2022-0953,Extortion,Threat and Extortion Racket in Surat,IPC 384/386,2022,Surat,Surat,Varachha,OPEN
CASE-0954,FIR-2022-0954,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0955,FIR-2022-0955,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2022,Kolkata,Kolkata,Park Street,CLOSED
CASE-0956,FIR-2022-0956,Theft,Serial Asset and Vehicle Theft in Surat,IPC 379,2022,Surat,Surat,Varachha,OPEN
CASE-0957,FIR-2021-0957,Assault,Physical Assault and Grievous Hurt Case at Surat,IPC 323/325,2021,Surat,Surat,Varachha,CLOSED
CASE-0958,FIR-2022-0958,Theft,Serial Asset and Vehicle Theft in Chennai,IPC 379,2022,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0959,FIR-2023-0959,Assault,Physical Assault and Grievous Hurt Case at Raipur,IPC 323/325,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0960,FIR-2022-0960,Criminal Intimidation,Intimidation and Witness Tampering at Raipur,IPC 506,2022,Raipur,Raipur,Civil Lines,CLOSED
CASE-0961,FIR-2024-0961,Cybercrime,Digital Identity Theft and Financial Scam at Chennai,IT Act 66D / IPC 420,2024,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0962,FIR-2024-0962,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2024,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0963,FIR-2024-0963,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0964,FIR-2021-0964,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2021,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0965,FIR-2022-0965,Assault,Physical Assault and Grievous Hurt Case at Mumbai,IPC 323/325,2022,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0966,FIR-2021-0966,Murder,Targeted Homicide Investigation in Varanasi,IPC 302/120B,2021,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0967,FIR-2022-0967,Robbery,Armed Robbery Incident at Siliguri,IPC 392/397,2022,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0968,FIR-2024-0968,Cybercrime,Digital Identity Theft and Financial Scam at Durg,IT Act 66D / IPC 420,2024,Durg,Durg,Durg Sadar,CLOSED
CASE-0969,FIR-2024-0969,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0970,FIR-2021-0970,Forgery,Forged Documentation and Property Fraud in Nagpur,IPC 467/468/471,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0971,FIR-2024-0971,Fraud,Commercial Fraud and Embezzlement Syndicate at Siliguri,IPC 420/406,2024,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0972,FIR-2022-0972,Murder,Targeted Homicide Investigation in Siliguri,IPC 302/120B,2022,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0973,FIR-2023-0973,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0974,FIR-2023-0974,Extortion,Threat and Extortion Racket in Surat,IPC 384/386,2023,Surat,Surat,Varachha,OPEN
CASE-0975,FIR-2024-0975,Criminal Intimidation,Intimidation and Witness Tampering at Varanasi,IPC 506,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0976,FIR-2021-0976,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2021,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0977,FIR-2022-0977,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2022,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0978,FIR-2021-0978,Theft,Serial Asset and Vehicle Theft in Mumbai,IPC 379,2021,Mumbai,Mumbai City,Colaba,OPEN
CASE-0979,FIR-2024-0979,Fraud,Commercial Fraud and Embezzlement Syndicate at Howrah,IPC 420/406,2024,Howrah,Howrah,Howrah Town,OPEN
CASE-0980,FIR-2023-0980,Cybercrime,Digital Identity Theft and Financial Scam at Ahmedabad,IT Act 66D / IPC 420,2023,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0981,FIR-2023-0981,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2023,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0982,FIR-2024-0982,Criminal Intimidation,Intimidation and Witness Tampering at Ahmedabad,IPC 506,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0983,FIR-2023-0983,Criminal Intimidation,Intimidation and Witness Tampering at Howrah,IPC 506,2023,Howrah,Howrah,Howrah Town,CLOSED
CASE-0984,FIR-2023-0984,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0985,FIR-2021-0985,Fraud,Commercial Fraud and Embezzlement Syndicate at Nagpur,IPC 420/406,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0986,FIR-2024-0986,Burglary,Nocturnal Commercial Burglary in Durg,IPC 457/380,2024,Durg,Durg,Durg Sadar,OPEN
CASE-0987,FIR-2021-0987,Robbery,Armed Robbery Incident at Mumbai,IPC 392/397,2021,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0988,FIR-2024-0988,Burglary,Nocturnal Commercial Burglary in Chennai,IPC 457/380,2024,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0989,FIR-2021-0989,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0990,FIR-2021-0990,Murder,Targeted Homicide Investigation in Howrah,IPC 302/120B,2021,Howrah,Howrah,Howrah Town,OPEN
CASE-0991,FIR-2024-0991,Forgery,Forged Documentation and Property Fraud in Nagpur,IPC 467/468/471,2024,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-0992,FIR-2024-0992,Kidnapping,Kidnapping and Extortion Case at Nagpur,IPC 363/364A,2024,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-0993,FIR-2021-0993,Murder,Targeted Homicide Investigation in Surat,IPC 302/120B,2021,Surat,Surat,Varachha,CLOSED
CASE-0994,FIR-2021-0994,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0995,FIR-2023-0995,Cybercrime,Digital Identity Theft and Financial Scam at Kolkata,IT Act 66D / IPC 420,2023,Kolkata,Kolkata,Park Street,OPEN
CASE-0996,FIR-2024-0996,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2024,Kolkata,Kolkata,Park Street,CLOSED
CASE-0997,FIR-2023-0997,Fraud,Commercial Fraud and Embezzlement Syndicate at Nagpur,IPC 420/406,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0998,FIR-2024-0998,Forgery,Forged Documentation and Property Fraud in Mumbai,IPC 467/468/471,2024,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0999,FIR-2023-0999,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2023,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-1000,FIR-2023-1000,Cybercrime,Digital Identity Theft and Financial Scam at Bilaspur,IT Act 66D / IPC 420,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1001,FIR-2024-1001,Theft,Serial Asset and Vehicle Theft in Raipur,IPC 379,2024,Raipur,Raipur,Civil Lines,CLOSED
CASE-1002,FIR-2022-1002,Theft,Serial Asset and Vehicle Theft in Nagpur,IPC 379,2022,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-1003,FIR-2021-1003,Fraud,Commercial Fraud and Embezzlement Syndicate at Howrah,IPC 420/406,2021,Howrah,Howrah,Howrah Town,OPEN
CASE-1004,FIR-2024-1004,Theft,Serial Asset and Vehicle Theft in Varanasi,IPC 379,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1005,FIR-2023-1005,Robbery,Armed Robbery Incident at Bilaspur,IPC 392/397,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1006,FIR-2023-1006,Burglary,Nocturnal Commercial Burglary in Nagpur,IPC 457/380,2023,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-1007,FIR-2022-1007,Theft,Serial Asset and Vehicle Theft in Raipur,IPC 379,2022,Raipur,Raipur,Civil Lines,OPEN
CASE-1008,FIR-2023-1008,Extortion,Threat and Extortion Racket in Bilaspur,IPC 384/386,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1009,FIR-2023-1009,Criminal Intimidation,Intimidation and Witness Tampering at Chennai,IPC 506,2023,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-1010,FIR-2024-1010,Assault,Physical Assault and Grievous Hurt Case at Raipur,IPC 323/325,2024,Raipur,Raipur,Civil Lines,OPEN
CASE-1011,FIR-2021-1011,Extortion,Threat and Extortion Racket in Bilaspur,IPC 384/386,2021,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1012,FIR-2023-1012,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2023,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1013,FIR-2023-1013,Theft,Serial Asset and Vehicle Theft in Chennai,IPC 379,2023,Chennai,Chennai,Flower Bazaar,OPEN
CASE-1014,FIR-2023-1014,Robbery,Armed Robbery Incident at Howrah,IPC 392/397,2023,Howrah,Howrah,Howrah Town,OPEN
CASE-1015,FIR-2022-1015,Extortion,Threat and Extortion Racket in Pune,IPC 384/386,2022,Pune,Pune,Shivajinagar,OPEN
CASE-1016,FIR-2022-1016,Kidnapping,Kidnapping and Extortion Case at Durg,IPC 363/364A,2022,Durg,Durg,Durg Sadar,CLOSED
CASE-1017,FIR-2024-1017,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2024,Kolkata,Kolkata,Park Street,OPEN
CASE-1018,FIR-2022-1018,Forgery,Forged Documentation and Property Fraud in Durg,IPC 467/468/471,2022,Durg,Durg,Durg Sadar,OPEN
CASE-1019,FIR-2021-1019,Forgery,Forged Documentation and Property Fraud in Siliguri,IPC 467/468/471,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-1020,FIR-2024-1020,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2024,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-1021,FIR-2022-1021,Robbery,Armed Robbery Incident at Chennai,IPC 392/397,2022,Chennai,Chennai,Flower Bazaar,OPEN
CASE-1022,FIR-2024-1022,Assault,Physical Assault and Grievous Hurt Case at Lucknow,IPC 323/325,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-1023,FIR-2023-1023,Robbery,Armed Robbery Incident at Mumbai,IPC 392/397,2023,Mumbai,Mumbai City,Colaba,CLOSED
CASE-1024,FIR-2023-1024,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-1025,FIR-2023-1025,Forgery,Forged Documentation and Property Fraud in Pune,IPC 467/468/471,2023,Pune,Pune,Shivajinagar,OPEN
CASE-1026,FIR-2022-1026,Cybercrime,Digital Identity Theft and Financial Scam at Pune,IT Act 66D / IPC 420,2022,Pune,Pune,Shivajinagar,CLOSED
CASE-1027,FIR-2021-1027,Murder,Targeted Homicide Investigation in Siliguri,IPC 302/120B,2021,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-1028,FIR-2023-1028,Assault,Physical Assault and Grievous Hurt Case at Ahmedabad,IPC 323/325,2023,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1029,FIR-2023-1029,Murder,Targeted Homicide Investigation in Durg,IPC 302/120B,2023,Durg,Durg,Durg Sadar,CLOSED
CASE-1030,FIR-2022-1030,Criminal Intimidation,Intimidation and Witness Tampering at Chennai,IPC 506,2022,Chennai,Chennai,Flower Bazaar,OPEN
CASE-1031,FIR-2024-1031,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2024,Kolkata,Kolkata,Ballygunge,OPEN
CASE-1032,FIR-2024-1032,Burglary,Nocturnal Commercial Burglary in Lucknow,IPC 457/380,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-1033,FIR-2024-1033,Cybercrime,Digital Identity Theft and Financial Scam at Kolkata,IT Act 66D / IPC 420,2024,Kolkata,Kolkata,Park Street,OPEN
CASE-1034,FIR-2024-1034,Kidnapping,Kidnapping and Extortion Case at Nagpur,IPC 363/364A,2024,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-1035,FIR-2023-1035,Cybercrime,Digital Identity Theft and Financial Scam at Kolkata,IT Act 66D / IPC 420,2023,Kolkata,Kolkata,Burrabazar,OPEN
CASE-1036,FIR-2023-1036,Fraud,Commercial Fraud and Embezzlement Syndicate at Lucknow,IPC 420/406,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-1037,FIR-2024-1037,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1038,FIR-2022-1038,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-1039,FIR-2023-1039,Fraud,Commercial Fraud and Embezzlement Syndicate at Chennai,IPC 420/406,2023,Chennai,Chennai,Flower Bazaar,OPEN
CASE-1040,FIR-2024-1040,Murder,Targeted Homicide Investigation in Surat,IPC 302/120B,2024,Surat,Surat,Varachha,OPEN
CASE-1041,FIR-2023-1041,Assault,Physical Assault and Grievous Hurt Case at Lucknow,IPC 323/325,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-1042,FIR-2023-1042,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2023,Kolkata,Kolkata,Ballygunge,OPEN
CASE-1043,FIR-2021-1043,Extortion,Threat and Extortion Racket in Varanasi,IPC 384/386,2021,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1044,FIR-2022-1044,Cybercrime,Digital Identity Theft and Financial Scam at Bilaspur,IT Act 66D / IPC 420,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1045,FIR-2021-1045,Cybercrime,Digital Identity Theft and Financial Scam at Raipur,IT Act 66D / IPC 420,2021,Raipur,Raipur,Civil Lines,OPEN
CASE-1046,FIR-2023-1046,Burglary,Nocturnal Commercial Burglary in Howrah,IPC 457/380,2023,Howrah,Howrah,Howrah Town,OPEN
CASE-1047,FIR-2024-1047,Robbery,Armed Robbery Incident at Lucknow,IPC 392/397,2024,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-1048,FIR-2022-1048,Robbery,Armed Robbery Incident at Ahmedabad,IPC 392/397,2022,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-1049,FIR-2023-1049,Cybercrime,Digital Identity Theft and Financial Scam at Howrah,IT Act 66D / IPC 420,2023,Howrah,Howrah,Howrah Town,OPEN
CASE-1050,FIR-2024-1050,Robbery,Armed Robbery Incident at Mumbai,IPC 392/397,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-1051,FIR-2022-1051,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1052,FIR-2023-1052,Criminal Intimidation,Intimidation and Witness Tampering at Kolkata,IPC 506,2023,Kolkata,Kolkata,Burrabazar,OPEN
CASE-1053,FIR-2023-1053,Extortion,Threat and Extortion Racket in Surat,IPC 384/386,2023,Surat,Surat,Varachha,OPEN
CASE-1054,FIR-2021-1054,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2021,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-1055,FIR-2021-1055,Extortion,Threat and Extortion Racket in Raipur,IPC 384/386,2021,Raipur,Raipur,Civil Lines,CLOSED
CASE-1056,FIR-2021-1056,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2021,Kolkata,Kolkata,Park Street,OPEN
CASE-1057,FIR-2023-1057,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2023,Kolkata,Kolkata,Park Street,CLOSED
CASE-1058,FIR-2024-1058,Cybercrime,Digital Identity Theft and Financial Scam at Bilaspur,IT Act 66D / IPC 420,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1059,FIR-2021-1059,Forgery,Forged Documentation and Property Fraud in Nagpur,IPC 467/468/471,2021,Nagpur,Nagpur,Sitabuldi,CLOSED
